score_id,report_id,bureau,fico_score
146,49,TransUnion,571
147,49,Equifax,564
148,50,Experian,575
149,50,TransUnion,565
150,50,Equifax,546
151,51,Experian,491
152,51,TransUnion,506
153,51,Equifax,480
154,52,Experian,511
155,52,TransUnion,489
156,52,Equifax,488
157,53,Experian,496
158,53,TransUnion,471
159,53,Equifax,487
160,54,Experian,784
161,54,TransUnion,787
162,54,Equifax,762
163,55,Experian,780
164,55,TransUnion,766
165,55,Equifax,787
166,56,Experian,548
167,56,TransUnion,563
168,56,Equifax,565
169,57,Experian,553
170,57,TransUnion,556
171,57,Equifax,545
172,58,Experian,591
173,58,TransUnion,572
174,58,Equifax,585
175,59,Experian,465
176,59,TransUnion,469
177,59,Equifax,459
178,60,Experian,453
179,60,TransUnion,477
180,60,Equifax,449
181,61,Experian,644
182,61,TransUnion,659
183,61,Equifax,643
184,62,Experian,650
185,62,TransUnion,643
186,62,Equifax,652
187,63,Experian,663
188,63,TransUnion,643
189,63,Equifax,676
190,64,Experian,394
191,64,TransUnion,382
192,64,Equifax,397
193,65,Experian,425
194,65,TransUnion,419
195,65,Equifax,434
196,66,Experian,597
197,66,TransUnion,582
198,66,Equifax,596
199,67,Experian,598
200,67,TransUnion,587
201,67,Equifax,611
202,68,Experian,591
203,68,TransUnion,604
204,68,Equifax,575
205,69,Experian,780
206,69,TransUnion,751
207,69,Equifax,755
208,70,Experian,764
209,70,TransUnion,779
210,70,Equifax,800
211,71,Experian,818
212,71,TransUnion,798
213,71,Equifax,802
214,72,Experian,850
215,72,TransUnion,840
216,72,Equifax,831
217,73,Experian,826
218,73,TransUnion,837
219,73,Equifax,823
220,74,Experian,850
221,74,TransUnion,835
222,74,Equifax,840
223,75,Experian,450
224,75,TransUnion,479
225,75,Equifax,481
226,76,Experian,799
227,76,TransUnion,810
228,76,Equifax,814
229,77,Experian,799
230,77,TransUnion,797
231,77,Equifax,818
232,78,Experian,696
233,78,TransUnion,676
234,78,Equifax,665
235,79,Experian,701
236,79,TransUnion,685
237,79,Equifax,704
238,80,Experian,812
239,80,TransUnion,809
240,80,Equifax,799
241,81,Experian,798
242,81,TransUnion,780
243,81,Equifax,788
244,82,Experian,788
245,82,TransUnion,804
246,82,Equifax,798
247,83,Experian,240
248,83,TransUnion,814
249,83,Equifax,848
250,84,Experian,668
251,84,TransUnion,677
252,84,Equifax,655
253,85,Experian,688
254,85,TransUnion,687
255,85,Equifax,679
256,86,Experian,704
257,86,TransUnion,703
258,86,Equifax,680
259,87,Experian,703
260,87,TransUnion,696
261,87,Equifax,722
262,88,Experian,796
263,88,TransUnion,796
264,88,Equifax,795
265,89,Experian,780
266,89,TransUnion,774
267,89,Equifax,745
268,90,Experian,769
269,90,TransUnion,775
270,90,Equifax,773
271,91,Experian,819
272,91,TransUnion,825
273,91,Equifax,816
274,92,Experian,808
275,92,TransUnion,818
276,92,Equifax,840
277,93,Experian,402
278,93,TransUnion,403
279,93,Equifax,415
280,94,Experian,398
281,94,TransUnion,419
282,94,Equifax,396
283,95,Experian,404
284,95,TransUnion,396
285,95,Equifax,399
286,96,Experian,419
287,96,TransUnion,406
288,96,Equifax,414
289,97,Experian,497
290,97,TransUnion,514
291,97,Equifax,489
292,98,Experian,511
293,98,TransUnion,486
294,98,Equifax,508
295,99,Experian,703
296,99,TransUnion,692
297,99,Equifax,721
298,100,Experian,383
299,100,TransUnion,392
300,100,Equifax,396
301,101,Experian,591
302,101,TransUnion,578
303,101,Equifax,602
304,102,Experian,611
305,102,TransUnion,612
306,102,Equifax,601
307,103,Experian,573
308,103,TransUnion,603
309,103,Equifax,589
310,104,Experian,599
311,104,TransUnion,590
312,104,Equifax,609
313,105,Experian,407
314,105,TransUnion,392
315,105,Equifax,380
316,106,Experian,434
317,106,TransUnion,426
318,106,Equifax,431
319,107,Experian,420
320,107,TransUnion,427
321,107,Equifax,419
322,108,Experian,277
323,108,TransUnion,895
324,108,Equifax,684
325,109,Experian,543
326,109,TransUnion,546
327,109,Equifax,516
328,110,Experian,573
329,110,TransUnion,567
330,110,Equifax,569
331,111,Experian,447
332,111,TransUnion,423
333,111,Equifax,446
334,112,Experian,431
335,112,TransUnion,432
336,112,Equifax,453
337,113,Experian,482
338,113,TransUnion,477
339,113,Equifax,494
340,114,Experian,462
341,114,TransUnion,310
342,114,Equifax,462
343,115,Experian,468
344,115,TransUnion,494
345,115,Equifax,494
346,116,Experian,483
347,116,TransUnion,483
348,116,Equifax,511
349,117,Experian,832
350,117,TransUnion,816
351,117,Equifax,849
352,118,Experian,850
353,118,TransUnion,832
354,118,Equifax,835
355,119,Experian,850
356,119,TransUnion,850
357,119,Equifax,850
358,120,Experian,850
359,120,TransUnion,846
360,120,Equifax,850
361,121,Experian,762
362,121,TransUnion,783
363,121,Equifax,798
364,122,Experian,803
365,122,TransUnion,816
366,122,Equifax,804
367,123,Experian,635
368,123,TransUnion,622
369,123,Equifax,643
370,124,Experian,654
371,124,TransUnion,648
372,124,Equifax,648
373,125,Experian,669
374,125,TransUnion,699
375,125,Equifax,670
376,126,Experian,800
377,126,TransUnion,801
378,126,Equifax,797
379,127,Experian,818
380,127,TransUnion,802
381,127,Equifax,801
382,128,Experian,798
383,128,TransUnion,822
384,128,Equifax,798
385,129,Experian,817
386,129,TransUnion,819
387,129,Equifax,793
388,130,Experian,829
389,130,TransUnion,808
390,130,Equifax,803
391,131,Experian,815
392,131,TransUnion,803
393,131,Equifax,807
394,132,Experian,617
395,132,TransUnion,613
396,132,Equifax,607
397,133,Experian,628
398,133,TransUnion,608
399,133,Equifax,603
400,134,Experian,644
401,134,TransUnion,639
402,134,Equifax,651
403,135,Experian,636
404,135,TransUnion,627
405,135,Equifax,606
406,136,Experian,722
407,136,TransUnion,754
408,136,Equifax,746
409,137,Experian,723
410,137,TransUnion,732
411,137,Equifax,741
412,138,Experian,741
413,138,TransUnion,756
414,138,Equifax,739
415,139,Experian,716
416,139,TransUnion,712
417,139,Equifax,710
418,140,Experian,523
419,140,TransUnion,522
420,140,Equifax,530
421,141,Experian,526
422,141,TransUnion,513
423,141,Equifax,517
424,142,Experian,831
425,142,TransUnion,850
426,142,Equifax,847
427,143,Experian,817
428,143,TransUnion,816
429,143,Equifax,821
430,144,Experian,803
431,144,TransUnion,780
432,144,Equifax,784
433,145,Experian,757
434,145,TransUnion,756
435,145,Equifax,762
436,146,Experian,767
437,146,TransUnion,754
438,146,Equifax,771
439,147,Experian,355
440,147,TransUnion,356
441,147,Equifax,360
442,148,Experian,395
443,148,TransUnion,399
444,148,Equifax,387
445,149,Experian,412
446,149,TransUnion,418
447,149,Equifax,420
448,150,Experian,611
449,150,TransUnion,634
450,150,Equifax,608
451,151,Experian,637
452,151,TransUnion,657
453,151,Equifax,665
454,152,Experian,493
455,152,TransUnion,487
456,152,Equifax,494
457,153,Experian,505
458,153,TransUnion,500
459,153,Equifax,477
460,154,Experian,495
461,154,TransUnion,492
462,154,Equifax,494
463,155,Experian,838
464,155,TransUnion,850
465,155,Equifax,833
466,156,Experian,831
467,156,TransUnion,835
468,156,Equifax,815
469,157,Experian,850
470,157,TransUnion,850
471,157,Equifax,850
472,158,Experian,849
473,158,TransUnion,843
474,158,Equifax,848
475,159,Experian,778
476,159,TransUnion,805
477,159,Equifax,778
478,160,Experian,773
479,160,TransUnion,790
480,160,Equifax,779
481,161,Experian,811
482,161,TransUnion,807
483,161,Equifax,798
484,162,Experian,850
485,162,TransUnion,818
486,162,Equifax,836
487,163,Experian,810
488,163,TransUnion,785
489,163,Equifax,817
490,164,Experian,799
491,164,TransUnion,787
492,164,Equifax,807
493,165,Experian,818
494,165,TransUnion,818
495,165,Equifax,794
496,166,Experian,808
497,166,TransUnion,807
498,166,Equifax,809
499,167,Experian,562
500,167,TransUnion,547
501,167,Equifax,539
502,168,Experian,522
503,168,TransUnion,526
504,168,Equifax,525
505,169,Experian,558
506,169,TransUnion,525
507,169,Equifax,526
508,170,Experian,534
509,170,TransUnion,549
510,170,Equifax,537
511,171,Experian,786
512,171,TransUnion,794
513,171,Equifax,803
514,172,Experian,809
515,172,TransUnion,796
516,172,Equifax,801
517,173,Experian,808
518,173,TransUnion,811
519,173,Equifax,831
520,174,Experian,759
521,174,TransUnion,745
522,174,Equifax,764
523,175,Experian,745
524,175,TransUnion,751
525,175,Equifax,732
526,176,Experian,669
527,176,TransUnion,663
528,176,Equifax,652
529,177,Experian,651
530,177,TransUnion,662
531,177,Equifax,668
532,178,Experian,661
533,178,TransUnion,678
534,178,Equifax,649
535,179,Experian,800
536,179,TransUnion,811
537,179,Equifax,832
538,180,Experian,678
539,180,TransUnion,654
540,180,Equifax,678
541,181,Experian,701
542,181,TransUnion,693
543,181,Equifax,693
544,182,Experian,821
545,182,TransUnion,803
546,182,Equifax,798
547,183,Experian,789
548,183,TransUnion,784
549,183,Equifax,808
550,184,Experian,362
551,184,TransUnion,375
552,184,Equifax,384
553,185,Experian,356
554,185,TransUnion,384
555,185,Equifax,372
556,186,Experian,358
557,186,TransUnion,350
558,186,Equifax,350
559,187,Experian,824
560,187,TransUnion,825
561,187,Equifax,825
562,188,Experian,803
563,188,TransUnion,804
564,188,Equifax,825
565,189,Experian,785
566,189,TransUnion,795
567,189,Equifax,808
568,190,Experian,763
569,190,TransUnion,754
570,190,Equifax,764
571,191,Experian,843
572,191,TransUnion,818
573,191,Equifax,827
574,192,Experian,390
575,192,TransUnion,411
576,192,Equifax,380
577,193,Experian,441
578,193,TransUnion,414
579,193,Equifax,427
580,194,Experian,536
581,194,TransUnion,545
582,194,Equifax,556
583,195,Experian,854
584,195,TransUnion,537
585,195,Equifax,529
586,196,Experian,521
587,196,TransUnion,513
588,196,Equifax,517
589,197,Experian,449
590,197,TransUnion,427
591,197,Equifax,439
592,198,Experian,415
593,198,TransUnion,423
594,198,Equifax,401
595,199,Experian,762
596,199,TransUnion,791
597,199,Equifax,779
598,200,Experian,428
599,200,TransUnion,439
600,200,Equifax,457
601,201,Experian,742
602,201,TransUnion,744
603,201,Equifax,714
604,202,Experian,752
605,202,TransUnion,736
606,202,Equifax,748
607,203,Experian,780
608,203,TransUnion,751
609,203,Equifax,778
610,204,Experian,773
611,204,TransUnion,741
612,204,Equifax,748
613,205,Experian,795
614,205,TransUnion,773
615,205,Equifax,791
616,206,Experian,769
617,206,TransUnion,762
618,206,Equifax,788
619,207,Experian,624
620,207,TransUnion,618
621,207,Equifax,642
622,208,Experian,615
623,208,TransUnion,635
624,208,Equifax,627
625,209,Experian,517
626,209,TransUnion,516
627,209,Equifax,526
628,210,Experian,521
629,210,TransUnion,497
630,210,Equifax,497
631,211,Experian,485
632,211,TransUnion,484
633,211,Equifax,511
634,212,Experian,484
635,212,TransUnion,496
636,212,Equifax,488
637,213,Experian,597
638,213,TransUnion,597
639,213,Equifax,618
640,214,Experian,614
641,214,TransUnion,632
642,214,Equifax,625
643,215,Experian,754
644,215,TransUnion,756
645,215,Equifax,751
646,216,Experian,806
647,216,TransUnion,832
648,216,Equifax,824
649,217,Experian,829
650,217,TransUnion,810
651,217,Equifax,813
652,218,Experian,833
653,218,TransUnion,802
654,218,Equifax,828
655,219,Experian,946
656,219,TransUnion,815
657,219,Equifax,815
658,220,Experian,651
659,220,TransUnion,631
660,220,Equifax,629
661,221,Experian,638
662,221,TransUnion,624
663,221,Equifax,641
664,222,Experian,551
665,222,TransUnion,560
666,222,Equifax,552
667,223,Experian,807
668,223,TransUnion,795
669,223,Equifax,803
670,224,Experian,804
671,224,TransUnion,812
672,224,Equifax,832
673,225,Experian,585
674,225,TransUnion,874
675,225,Equifax,594
676,226,Experian,587
677,226,TransUnion,581
678,226,Equifax,581
679,227,Experian,585
680,227,TransUnion,577
681,227,Equifax,579
682,228,Experian,560
683,228,TransUnion,576
684,228,Equifax,571
685,229,Experian,606
686,229,TransUnion,581
687,229,Equifax,957
688,230,Experian,620
689,230,TransUnion,612
690,230,Equifax,613
691,231,Experian,613
692,231,TransUnion,589
693,231,Equifax,595
694,232,Experian,358
695,232,TransUnion,359
696,232,Equifax,373
697,233,Experian,372
698,233,TransUnion,376
699,233,Equifax,371
700,234,Experian,367
701,234,TransUnion,378
702,234,Equifax,168
703,235,Experian,369
704,235,TransUnion,356
705,235,Equifax,389
706,236,Experian,781
707,236,TransUnion,771
708,236,Equifax,771
709,237,Experian,771
710,237,TransUnion,774
711,237,Equifax,775
712,238,Experian,774
713,238,TransUnion,753
714,238,Equifax,778
715,239,Experian,718
716,239,TransUnion,750
717,239,Equifax,732
718,240,Experian,766
719,240,TransUnion,263
720,240,Equifax,759
721,241,Experian,787
722,241,TransUnion,781
723,241,Equifax,792
724,242,Experian,802
725,242,TransUnion,827
726,242,Equifax,803
727,243,Experian,619
728,243,TransUnion,640
729,243,Equifax,639
730,244,Experian,623
731,244,TransUnion,653
732,244,Equifax,647
733,245,Experian,633
734,245,TransUnion,660
735,245,Equifax,639
736,246,Experian,653
737,246,TransUnion,649
738,246,Equifax,668
739,247,Experian,617
740,247,TransUnion,633
741,247,Equifax,610
742,248,Experian,648
743,248,TransUnion,638
744,248,Equifax,653
745,249,Experian,639
746,249,TransUnion,659
747,249,Equifax,659
748,250,Experian,700
749,250,TransUnion,692
750,250,Equifax,679
751,251,Experian,611
752,251,TransUnion,627
753,251,Equifax,618
754,252,Experian,629
755,252,TransUnion,613
756,252,Equifax,629
757,253,Experian,595
758,253,TransUnion,604
759,253,Equifax,619
760,254,Experian,783
761,254,TransUnion,789
762,254,Equifax,775
763,255,Experian,804
764,255,TransUnion,802
765,255,Equifax,815
766,256,Experian,791
767,256,TransUnion,775
768,256,Equifax,792
769,257,Experian,730
770,257,TransUnion,749
771,257,Equifax,726
772,258,Experian,631
773,258,TransUnion,649
774,258,Equifax,641
775,259,Experian,673
776,259,TransUnion,662
777,259,Equifax,670
778,260,Experian,801
779,260,TransUnion,792
780,260,Equifax,817
781,261,Experian,819
782,261,TransUnion,814
783,261,Equifax,822
784,262,Experian,766
785,262,TransUnion,789
786,262,Equifax,762
787,263,Experian,787
788,263,TransUnion,803
789,263,Equifax,794
790,264,Experian,822
791,264,TransUnion,801
792,264,Equifax,804
793,265,Experian,707
794,265,TransUnion,720
795,265,Equifax,693
796,266,Experian,801
797,266,TransUnion,797
798,266,Equifax,821
799,267,Experian,552
800,267,TransUnion,566
801,267,Equifax,554
802,268,Experian,565
803,268,TransUnion,565
804,268,Equifax,569
805,269,Experian,750
806,269,TransUnion,731
807,269,Equifax,750
808,270,Experian,775
809,270,TransUnion,754
810,270,Equifax,754
811,271,Experian,801
812,271,TransUnion,805
813,271,Equifax,799
814,272,Experian,528
815,272,TransUnion,533
816,272,Equifax,549
817,273,Experian,720
818,273,TransUnion,748
819,273,Equifax,715
820,274,Experian,702
821,274,TransUnion,702
822,274,Equifax,703
823,275,Experian,726
824,275,TransUnion,720
825,275,Equifax,214
826,276,Experian,700
827,276,TransUnion,702
828,276,Equifax,708
829,277,Experian,679
830,277,TransUnion,706
831,277,Equifax,708
832,278,Experian,697
833,278,TransUnion,715
834,278,Equifax,700
835,279,Experian,698
836,279,TransUnion,710
837,279,Equifax,712
838,280,Experian,715
839,280,TransUnion,704
840,280,Equifax,714
841,281,Experian,749
842,281,TransUnion,771
843,281,Equifax,758
844,282,Experian,794
845,282,TransUnion,806
846,282,Equifax,800
847,283,Experian,719
848,283,TransUnion,712
849,283,Equifax,707
850,284,Experian,712
851,284,TransUnion,736
852,284,Equifax,732
853,285,Experian,798
854,285,TransUnion,816
855,285,Equifax,804
856,286,Experian,810
857,286,TransUnion,811
858,286,Equifax,797
859,287,Experian,800
860,287,TransUnion,788
861,287,Equifax,793
862,288,Experian,731
863,288,TransUnion,721
864,288,Equifax,713
865,289,Experian,374
866,289,TransUnion,382
867,289,Equifax,394
868,290,Experian,457
869,290,TransUnion,456
870,290,Equifax,427
871,291,Experian,745
872,291,TransUnion,749
873,291,Equifax,759
874,292,Experian,815
875,292,TransUnion,231
876,292,Equifax,794
877,293,Experian,829
878,293,TransUnion,835
879,293,Equifax,827
880,294,Experian,847
881,294,TransUnion,840
882,294,Equifax,850
883,295,Experian,474
884,295,TransUnion,455
885,295,Equifax,446
886,296,Experian,467
887,296,TransUnion,452
888,296,Equifax,462
889,297,Experian,410
890,297,TransUnion,392
891,297,Equifax,405
892,298,Experian,381
893,298,TransUnion,362
894,298,Equifax,386
895,299,Experian,411
896,299,TransUnion,852
897,299,Equifax,411
898,300,Experian,627
899,300,TransUnion,596
900,300,Equifax,604
901,301,Experian,655
902,301,TransUnion,633
903,301,Equifax,630
904,302,Experian,632
905,302,TransUnion,615
906,302,Equifax,612
907,303,Experian,643
908,303,TransUnion,635
909,303,Equifax,658
910,304,Experian,736
911,304,TransUnion,772
912,304,Equifax,755
913,305,Experian,789
914,305,TransUnion,759
915,305,Equifax,788
916,306,Experian,766
917,306,TransUnion,759
918,306,Equifax,759
919,307,Experian,404
920,307,TransUnion,385
921,307,Equifax,391
922,308,Experian,672
923,308,TransUnion,296
924,308,Equifax,693
925,309,Experian,685
926,309,TransUnion,673
927,309,Equifax,679
928,310,Experian,698
929,310,TransUnion,692
930,310,Equifax,670
931,311,Experian,739
932,311,TransUnion,734
933,311,Equifax,758
934,312,Experian,724
935,312,TransUnion,744
936,312,Equifax,731
937,313,Experian,760
938,313,TransUnion,733
939,313,Equifax,750
940,314,Experian,789
941,314,TransUnion,787
942,314,Equifax,789
943,315,Experian,793
944,315,TransUnion,808
945,315,Equifax,814
946,316,Experian,811
947,316,TransUnion,829
948,316,Equifax,816
949,317,Experian,754
950,317,TransUnion,756
951,317,Equifax,752
952,318,Experian,784
953,318,TransUnion,796
954,318,Equifax,775
955,319,Experian,792
956,319,TransUnion,790
957,319,Equifax,789
958,320,Experian,790
959,320,TransUnion,151
960,320,Equifax,802
961,321,Experian,624
962,321,TransUnion,637
963,321,Equifax,642
964,322,Experian,714
965,322,TransUnion,718
966,322,Equifax,717
967,323,Experian,765
968,323,TransUnion,756
969,323,Equifax,748
970,324,Experian,758
971,324,TransUnion,762
972,324,Equifax,751
973,325,Experian,772
974,325,TransUnion,760
975,325,Equifax,741
976,326,Experian,778
977,326,TransUnion,793
978,326,Equifax,803
979,327,Experian,409
980,327,TransUnion,416
981,327,Equifax,398
982,328,Experian,426
983,328,TransUnion,431
984,328,Equifax,447
985,329,Experian,437
986,329,TransUnion,422
987,329,Equifax,415
988,330,Experian,394
989,330,TransUnion,418
990,330,Equifax,408
991,331,Experian,561
992,331,TransUnion,549
993,331,Equifax,533
994,332,Experian,540
995,332,TransUnion,542
996,332,Equifax,520
997,333,Experian,733
998,333,TransUnion,751
999,333,Equifax,727
1000,334,Experian,814
1001,334,TransUnion,815
1002,334,Equifax,793
1003,335,Experian,819
1004,335,TransUnion,819
1005,335,Equifax,812
1006,336,Experian,350
1007,336,TransUnion,350
1008,336,Equifax,364
1009,337,Experian,390
1010,337,TransUnion,371
1011,337,Equifax,374
1012,338,Experian,361
1013,338,TransUnion,362
1014,338,Equifax,356
1015,339,Experian,352
1016,339,TransUnion,350
1017,339,Equifax,359
1018,340,Experian,619
1019,340,TransUnion,607
1020,340,Equifax,608
1021,341,Experian,645
1022,341,TransUnion,618
1023,341,Equifax,628
1024,342,Experian,593
1025,342,TransUnion,607
1026,342,Equifax,610
1027,343,Experian,608
1028,343,TransUnion,580
1029,343,Equifax,598
1030,344,Experian,432
1031,344,TransUnion,425
1032,344,Equifax,414
1033,345,Experian,442
1034,345,TransUnion,431
1035,345,Equifax,444
1036,346,Experian,432
1037,346,TransUnion,456
1038,346,Equifax,438
1039,347,Experian,668
1040,347,TransUnion,658
1041,347,Equifax,668
1042,348,Experian,692
1043,348,TransUnion,684
1044,348,Equifax,709
1045,349,Experian,691
1046,349,TransUnion,693
1047,349,Equifax,685
1048,350,Experian,652
1049,350,TransUnion,628
1050,350,Equifax,630
1051,351,Experian,570
1052,351,TransUnion,553
1053,351,Equifax,553
1054,352,Experian,573
1055,352,TransUnion,560
1056,352,Equifax,544
1057,353,Experian,585
1058,353,TransUnion,559
1059,353,Equifax,579
1060,354,Experian,730
1061,354,TransUnion,730
1062,354,Equifax,698
1063,355,Experian,700
1064,355,TransUnion,720
1065,355,Equifax,708
1066,356,Experian,725
1067,356,TransUnion,719
1068,356,Equifax,725
1069,357,Experian,741
1070,357,TransUnion,717
1071,357,Equifax,728
1072,358,Experian,510
1073,358,TransUnion,494
1074,358,Equifax,498
1075,359,Experian,488
1076,359,TransUnion,494
1077,359,Equifax,486
1078,360,Experian,777
1079,360,TransUnion,772
1080,360,Equifax,778
1081,361,Experian,790
1082,361,TransUnion,795
1083,361,Equifax,795
1084,362,Experian,818
1085,362,TransUnion,820
1086,362,Equifax,797
1087,363,Experian,833
1088,363,TransUnion,836
1089,363,Equifax,827
1090,364,Experian,792
1091,364,TransUnion,802
1092,364,Equifax,798
1093,365,Experian,813
1094,365,TransUnion,807
1095,365,Equifax,827
1096,366,Experian,849
1097,366,TransUnion,832
1098,366,Equifax,844
1099,367,Experian,846
1100,367,TransUnion,847
1101,367,Equifax,845
1102,368,Experian,836
1103,368,TransUnion,821
1104,368,Equifax,816
1105,369,Experian,824
1106,369,TransUnion,825
1107,369,Equifax,850
1108,370,Experian,654
1109,370,TransUnion,653
1110,370,Equifax,647
1111,371,Experian,672
1112,371,TransUnion,664
1113,371,Equifax,690
1114,372,Experian,693
1115,372,TransUnion,691
1116,372,Equifax,697
1117,373,Experian,699
1118,373,TransUnion,312
1119,373,Equifax,701
1120,374,Experian,600
1121,374,TransUnion,586
1122,374,Equifax,588
1123,375,Experian,588
1124,375,TransUnion,597
1125,375,Equifax,590
1126,376,Experian,758
1127,376,TransUnion,751
1128,376,Equifax,755
1129,377,Experian,784
1130,377,TransUnion,762
1131,377,Equifax,758
1132,378,Experian,766
1133,378,TransUnion,741
1134,378,Equifax,758
1135,379,Experian,752
1136,379,TransUnion,762
1137,379,Equifax,731
1138,380,Experian,766
1139,380,TransUnion,761
1140,380,Equifax,746
1141,381,Experian,454
1142,381,TransUnion,433
1143,381,Equifax,450
1144,382,Experian,768
1145,382,TransUnion,777
1146,382,Equifax,771
1147,383,Experian,766
1148,383,TransUnion,759
1149,383,Equifax,749
1150,384,Experian,768
1151,384,TransUnion,768
1152,384,Equifax,762
1153,385,Experian,417
1154,385,TransUnion,412
1155,385,Equifax,430
1156,386,Experian,436
1157,386,TransUnion,449
1158,386,Equifax,432
1159,387,Experian,431
1160,387,TransUnion,442
1161,387,Equifax,419
1162,388,Experian,464
1163,388,TransUnion,442
1164,388,Equifax,449
1165,389,Experian,707
1166,389,TransUnion,716
1167,389,Equifax,711
1168,390,Experian,755
1169,390,TransUnion,756
1170,390,Equifax,744
1171,391,Experian,732
1172,391,TransUnion,738
1173,391,Equifax,735
1174,392,Experian,560
1175,392,TransUnion,582
1176,392,Equifax,551
1177,393,Experian,796
1178,393,TransUnion,766
1179,393,Equifax,790
1180,394,Experian,769
1181,394,TransUnion,795
1182,394,Equifax,764
1183,395,Experian,542
1184,395,TransUnion,543
1185,395,Equifax,541
1186,396,Experian,508
1187,396,TransUnion,532
1188,396,Equifax,519
1189,397,Experian,543
1190,397,TransUnion,567
1191,397,Equifax,555
1192,398,Experian,584
1193,398,TransUnion,574
1194,398,Equifax,560
1195,399,Experian,561
1196,399,TransUnion,877
1197,399,Equifax,570
1198,400,Experian,555
1199,400,TransUnion,580
1200,400,Equifax,573
1201,401,Experian,606
1202,401,TransUnion,601
1203,401,Equifax,583
1204,402,Experian,660
1205,402,TransUnion,654
1206,402,Equifax,654
1207,403,Experian,657
1208,403,TransUnion,674
1209,403,Equifax,673
1210,404,Experian,663
1211,404,TransUnion,646
1212,404,Equifax,635
1213,405,Experian,632
1214,405,TransUnion,652
1215,405,Equifax,659
1216,406,Experian,737
1217,406,TransUnion,763
1218,406,Equifax,747
1219,407,Experian,737
1220,407,TransUnion,739
1221,407,Equifax,748
1222,408,Experian,746
1223,408,TransUnion,749
1224,408,Equifax,736
1225,409,Experian,761
1226,409,TransUnion,759
1227,409,Equifax,762
1228,410,Experian,685
1229,410,TransUnion,665
1230,410,Equifax,682
1231,411,Experian,702
1232,411,TransUnion,713
1233,411,Equifax,690
1234,412,Experian,709
1235,412,TransUnion,329
1236,412,Equifax,731
1237,413,Experian,713
1238,413,TransUnion,687
1239,413,Equifax,695
1240,414,Experian,686
1241,414,TransUnion,692
1242,414,Equifax,714
1243,415,Experian,791
1244,415,TransUnion,790
1245,415,Equifax,814
1246,416,Experian,329
1247,416,TransUnion,812
